Block	Trial	TargetChange	ObjectsCount	Duration	Hit
1,0,VV1,4,1751,true
1,1,VV1,16,516,true
1,2,VV1,9,203,true
1,3,VV1,9,250,true
1,4,VV1,25,235,true
1,5,VV1,4,219,true
1,6,VV1,25,219,true
1,7,VV1,16,187,true
1,8,VV1,25,187,true
1,9,VV1,9,203,true
1,10,VV1,16,203,true
1,11,VV1,4,203,true
1,12,VV1,16,344,true
1,13,VV1,4,344,true
1,14,VV1,16,250,true
1,15,VV1,25,234,true
1,16,VV1,9,265,true
1,17,VV1,9,203,true
1,18,VV1,25,266,true
1,19,VV1,4,375,true
1,0,VV2,16,594,true
1,1,VV2,9,297,true
1,2,VV2,9,359,true
1,3,VV2,16,203,true
1,4,VV2,4,266,true
1,5,VV2,25,453,true
1,6,VV2,4,234,true
1,7,VV2,25,172,true
1,8,VV2,9,219,true
1,9,VV2,16,250,true
1,10,VV2,25,188,true
1,11,VV2,16,188,true
1,12,VV2,9,218,true
1,13,VV2,4,313,true
1,14,VV2,16,375,true
1,15,VV2,25,141,true
1,16,VV2,4,281,true
1,17,VV2,9,438,true
1,18,VV2,4,406,true
1,19,VV2,25,281,true
1,0,VV1VV2,25,312,false
1,1,VV1VV2,9,4892,false
1,2,VV1VV2,16,2578,true
1,3,VV1VV2,4,1156,true
1,4,VV1VV2,16,453,true
1,5,VV1VV2,25,969,true
1,6,VV1VV2,25,521,true
1,7,VV1VV2,16,672,true
1,8,VV1VV2,4,407,true
1,9,VV1VV2,9,547,true
1,10,VV1VV2,4,344,true
1,11,VV1VV2,9,1003,true
1,12,VV1VV2,9,407,true
1,13,VV1VV2,25,281,true
1,14,VV1VV2,25,375,true
1,15,VV1VV2,4,328,true
1,16,VV1VV2,16,313,true
1,17,VV1VV2,16,343,true
1,18,VV1VV2,4,320,true
1,19,VV1VV2,9,484,true
