Block	Trial	TargetChange	ObjectsCount	Duration	Hit
1,0,VV2,25,187,true
1,1,VV2,16,219,true
1,2,VV2,9,219,true
1,3,VV2,9,172,true
1,4,VV2,16,172,true
1,5,VV2,25,156,false
1,6,VV2,16,297,true
1,7,VV2,4,297,true
1,8,VV2,16,239,true
1,9,VV2,25,177,true
1,10,VV2,4,141,true
1,11,VV2,9,203,true
1,12,VV2,4,188,true
1,13,VV2,25,188,true
1,14,VV2,4,188,true
1,15,VV2,16,172,true
1,16,VV2,4,203,true
1,17,VV2,9,125,false
1,18,VV2,25,234,true
1,19,VV2,9,156,true
1,0,VV1VV2,9,234,true
1,1,VV1VV2,4,219,true
1,2,VV1VV2,4,281,true
1,3,VV1VV2,25,188,false
1,4,VV1VV2,25,281,true
1,5,VV1VV2,9,203,true
1,6,VV1VV2,16,250,true
1,7,VV1VV2,16,237,true
1,8,VV1VV2,4,203,true
1,9,VV1VV2,4,188,true
1,10,VV1VV2,9,188,true
1,11,VV1VV2,16,125,false
1,12,VV1VV2,16,188,true
1,13,VV1VV2,16,125,true
1,14,VV1VV2,25,140,true
1,15,VV1VV2,9,203,true
1,16,VV1VV2,4,188,true
1,17,VV1VV2,9,156,true
1,18,VV1VV2,25,140,false
1,19,VV1VV2,25,172,true
1,0,VV1,25,141,true
1,1,VV1,4,235,true
1,2,VV1,16,203,true
1,3,VV1,25,219,true
1,4,VV1,25,157,true
1,5,VV1,4,219,true
1,6,VV1,9,250,true
1,7,VV1,25,250,true
1,8,VV1,16,234,true
1,9,VV1,4,172,true
1,10,VV1,9,235,true
1,11,VV1,9,219,true
1,12,VV1,25,234,true
1,13,VV1,16,250,true
1,14,VV1,9,187,true
1,15,VV1,4,235,true
1,16,VV1,16,157,true
1,17,VV1,9,172,true
1,18,VV1,16,172,true
1,19,VV1,4,187,true
