Block	Trial	TargetChange	ObjectsCount	Duration	Hit
1,0,VV1,16,156,true
1,1,VV1,4,94,true
1,2,VV1,4,109,true
1,3,VV1,16,141,true
1,4,VV1,25,109,true
1,5,VV1,16,109,true
1,6,VV1,25,125,true
1,7,VV1,16,125,true
1,8,VV1,25,110,true
1,9,VV1,9,110,true
1,10,VV1,25,94,true
1,11,VV1,25,125,true
1,12,VV1,9,94,true
1,13,VV1,4,141,true
1,14,VV1,9,94,true
1,15,VV1,4,62,true
1,16,VV1,9,140,true
1,17,VV1,4,125,true
1,18,VV1,16,109,true
1,19,VV1,9,109,true
1,0,VV2,9,125,true
1,1,VV2,25,109,true
1,2,VV2,16,94,true
1,3,VV2,25,156,true
1,4,VV2,16,109,true
1,5,VV2,9,78,true
1,6,VV2,4,93,true
1,7,VV2,25,109,true
1,8,VV2,25,125,true
1,9,VV2,9,109,true
1,10,VV2,9,156,true
1,11,VV2,4,110,true
1,12,VV2,16,125,true
1,13,VV2,16,141,true
1,14,VV2,25,109,true
1,15,VV2,4,266,true
1,16,VV2,9,94,true
1,17,VV2,4,187,true
1,18,VV2,16,94,true
1,19,VV2,4,93,true
1,0,VV1VV2,16,94,true
1,1,VV1VV2,9,156,true
1,2,VV1VV2,9,125,true
1,3,VV1VV2,4,234,true
1,4,VV1VV2,9,172,true
1,5,VV1VV2,16,187,true
1,6,VV1VV2,4,172,true
1,7,VV1VV2,4,141,true
1,8,VV1VV2,25,203,true
1,9,VV1VV2,25,172,false
1,10,VV1VV2,4,204,true
1,11,VV1VV2,25,141,true
1,12,VV1VV2,9,140,true
1,13,VV1VV2,16,172,true
1,14,VV1VV2,4,219,true
1,15,VV1VV2,9,141,true
1,16,VV1VV2,25,187,true
1,17,VV1VV2,25,141,true
1,18,VV1VV2,16,141,true
1,19,VV1VV2,16,125,true
